nome,estado,cidade,lat,lon,plano,mensalidade
Hadassa Dias,BA,Salvador,-12.9714,-38.5014,1GB,199
Stella Costa,PE,Recife,-8.0476,-34.877,100MB,99
Maria Vitória Lopes,RJ,Rio de Janeiro,-22.9068,-43.1729,100MB,99
Cauê Fernandes,CE,Fortaleza,-3.7319,-38.5267,100MB,99
Dra. Eloah Fonseca,RJ,Rio de Janeiro,-22.9068,-43.1729,500MB,159
Kevin Mendonça,BA,Salvador,-12.9714,-38.5014,100MB,99
Sr. Isaque Cardoso,CE,Fortaleza,-3.7319,-38.5267,300MB,129
Elisa Nogueira,BA,Salvador,-12.9714,-38.5014,500MB,159
Raquel Aparecida,RJ,Rio de Janeiro,-22.9068,-43.1729,500MB,159
Ana Beatriz Costela,PR,Curitiba,-25.4284,-49.2733,100MB,99
Luiz Fernando Cardoso,PR,Curitiba,-25.4284,-49.2733,100MB,99
Luiz Felipe Araújo,MG,Belo Horizonte,-19.9167,-43.9345,500MB,159
Valentim Mendonça,PR,Curitiba,-25.4284,-49.2733,300MB,129
Maria Helena Camargo,BA,Salvador,-12.9714,-38.5014,100MB,99
Sr. Ravi Pacheco,PR,Curitiba,-25.4284,-49.2733,1GB,199
Lucas Gabriel da Mota,CE,Fortaleza,-3.7319,-38.5267,100MB,99
Emanuelly Guerra,MG,Belo Horizonte,-19.9167,-43.9345,500MB,159
Luiz Otávio das Neves,PE,Recife,-8.0476,-34.877,1GB,199
Elisa Brito,BA,Salvador,-12.9714,-38.5014,500MB,159
Dra. Maria Clara Abreu,RJ,Rio de Janeiro,-22.9068,-43.1729,500MB,159
Juliana Duarte,CE,Fortaleza,-3.7319,-38.5267,100MB,99
Rodrigo Dias,SP,São Paulo,-23.5505,-46.6333,100MB,99
Olivia Sá,RJ,Rio de Janeiro,-22.9068,-43.1729,300MB,129
Srta. Nina Vargas,PR,Curitiba,-25.4284,-49.2733,1GB,199
Maria Luísa Farias,MG,Belo Horizonte,-19.9167,-43.9345,500MB,159
Thales Monteiro,PR,Curitiba,-25.4284,-49.2733,300MB,129
Daniel Caldeira,SP,São Paulo,-23.5505,-46.6333,1GB,199
Isabella Castro,PE,Recife,-8.0476,-34.877,300MB,129
João Guilherme Lima,SP,São Paulo,-23.5505,-46.6333,300MB,129
Milena Carvalho,CE,Fortaleza,-3.7319,-38.5267,1GB,199
Pedro Miguel Moreira,RJ,Rio de Janeiro,-22.9068,-43.1729,100MB,99
Srta. Mariah Siqueira,PE,Recife,-8.0476,-34.877,300MB,129
Sra. Lara Cavalcanti,BA,Salvador,-12.9714,-38.5014,500MB,159
Nina Andrade,CE,Fortaleza,-3.7319,-38.5267,500MB,159
Lara Moreira,PR,Curitiba,-25.4284,-49.2733,100MB,99
Srta. Gabrielly Castro,MG,Belo Horizonte,-19.9167,-43.9345,1GB,199
Anna Liz Cavalcante,SP,São Paulo,-23.5505,-46.6333,100MB,99
Ravy Farias,SP,São Paulo,-23.5505,-46.6333,100MB,99
Vicente Monteiro,CE,Fortaleza,-3.7319,-38.5267,300MB,129
Olivia Cirino,MG,Belo Horizonte,-19.9167,-43.9345,1GB,199
Heitor Souza,SP,São Paulo,-23.5505,-46.6333,100MB,99
Leonardo das Neves,MG,Belo Horizonte,-19.9167,-43.9345,1GB,199
Srta. Ana Laura Marques,PE,Recife,-8.0476,-34.877,500MB,159
Maria Laura Santos,PE,Recife,-8.0476,-34.877,500MB,159
Diogo Aragão,SP,São Paulo,-23.5505,-46.6333,100MB,99
Danilo Camargo,RJ,Rio de Janeiro,-22.9068,-43.1729,100MB,99
Heitor Pereira,PR,Curitiba,-25.4284,-49.2733,100MB,99
Lorena Pinto,RJ,Rio de Janeiro,-22.9068,-43.1729,1GB,199
Enrico Cavalcanti,CE,Fortaleza,-3.7319,-38.5267,500MB,159
Bruno Silva,RJ,Rio de Janeiro,-22.9068,-43.1729,500MB,159
Leandro Teixeira,PE,Recife,-8.0476,-34.877,100MB,99
Isaac Pires,SP,São Paulo,-23.5505,-46.6333,1GB,199
Diego Teixeira,SP,São Paulo,-23.5505,-46.6333,500MB,159
Caroline da Rocha,BA,Salvador,-12.9714,-38.5014,300MB,129
Dr. Otto Costela,CE,Fortaleza,-3.7319,-38.5267,100MB,99
Mirella Santos,SP,São Paulo,-23.5505,-46.6333,1GB,199
Larissa Moreira,CE,Fortaleza,-3.7319,-38.5267,500MB,159
Lívia Mendonça,BA,Salvador,-12.9714,-38.5014,300MB,129
Cecilia Marques,PR,Curitiba,-25.4284,-49.2733,100MB,99
Ravi Freitas,MG,Belo Horizonte,-19.9167,-43.9345,1GB,199
Asafe Campos,MG,Belo Horizonte,-19.9167,-43.9345,100MB,99
Srta. Giovanna Andrade,CE,Fortaleza,-3.7319,-38.5267,1GB,199
Manuella Nogueira,BA,Salvador,-12.9714,-38.5014,500MB,159
Marcelo Correia,RJ,Rio de Janeiro,-22.9068,-43.1729,100MB,99
Pedro Lucas Marques,PR,Curitiba,-25.4284,-49.2733,300MB,129
Olivia Moraes,MG,Belo Horizonte,-19.9167,-43.9345,100MB,99
Jade Alves,CE,Fortaleza,-3.7319,-38.5267,500MB,159
Sara Carvalho,PE,Recife,-8.0476,-34.877,1GB,199
Sr. Thales Farias,RJ,Rio de Janeiro,-22.9068,-43.1729,1GB,199
Sr. Pedro Lucas Fernandes,BA,Salvador,-12.9714,-38.5014,1GB,199
Mariana Aragão,BA,Salvador,-12.9714,-38.5014,300MB,129
Juliana Moura,RJ,Rio de Janeiro,-22.9068,-43.1729,100MB,99
Dra. Lunna Sampaio,BA,Salvador,-12.9714,-38.5014,500MB,159
Guilherme Albuquerque,RJ,Rio de Janeiro,-22.9068,-43.1729,300MB,129
Marina Albuquerque,BA,Salvador,-12.9714,-38.5014,500MB,159
Maya Martins,PR,Curitiba,-25.4284,-49.2733,500MB,159
Pedro Miguel Barbosa,PR,Curitiba,-25.4284,-49.2733,100MB,99
Ana Vitória Silva,MG,Belo Horizonte,-19.9167,-43.9345,500MB,159
Isabela Moura,RJ,Rio de Janeiro,-22.9068,-43.1729,1GB,199
Manuella da Cunha,MG,Belo Horizonte,-19.9167,-43.9345,1GB,199
Dra. Stella Montenegro,PR,Curitiba,-25.4284,-49.2733,300MB,129
Antonella Lopes,RJ,Rio de Janeiro,-22.9068,-43.1729,500MB,159
Maria Cecília Araújo,PE,Recife,-8.0476,-34.877,500MB,159
Yasmin Casa Grande,RJ,Rio de Janeiro,-22.9068,-43.1729,300MB,129
João Lucas Moura,SP,São Paulo,-23.5505,-46.6333,1GB,199
Valentina Mendes,MG,Belo Horizonte,-19.9167,-43.9345,500MB,159
Dra. Isadora Cirino,SP,São Paulo,-23.5505,-46.6333,100MB,99
Emanuelly Pinto,SP,São Paulo,-23.5505,-46.6333,100MB,99
Ayla da Luz,MG,Belo Horizonte,-19.9167,-43.9345,1GB,199
Laura Vieira,RJ,Rio de Janeiro,-22.9068,-43.1729,100MB,99
Ana Beatriz Marques,CE,Fortaleza,-3.7319,-38.5267,1GB,199
Vinicius Viana,PE,Recife,-8.0476,-34.877,100MB,99
Dra. Hadassa Santos,PE,Recife,-8.0476,-34.877,300MB,129
Lorena Pimenta,BA,Salvador,-12.9714,-38.5014,1GB,199
Dra. Ana Júlia da Costa,MG,Belo Horizonte,-19.9167,-43.9345,300MB,129
Zoe Macedo,BA,Salvador,-12.9714,-38.5014,500MB,159
Maya Teixeira,RJ,Rio de Janeiro,-22.9068,-43.1729,500MB,159
Isaque Câmara,PE,Recife,-8.0476,-34.877,300MB,129
Anthony Gabriel da Mata,PR,Curitiba,-25.4284,-49.2733,100MB,99
Ana Clara Vasconcelos,RJ,Rio de Janeiro,-22.9068,-43.1729,300MB,129
Luana da Rocha,CE,Fortaleza,-3.7319,-38.5267,500MB,159
Bernardo da Paz,RJ,Rio de Janeiro,-22.9068,-43.1729,300MB,129
Manuella da Mota,CE,Fortaleza,-3.7319,-38.5267,500MB,159
Stephany da Paz,MG,Belo Horizonte,-19.9167,-43.9345,500MB,159
Anna Liz Almeida,CE,Fortaleza,-3.7319,-38.5267,100MB,99
Sophia Pastor,SP,São Paulo,-23.5505,-46.6333,1GB,199
Thomas da Luz,BA,Salvador,-12.9714,-38.5014,500MB,159
Maria Helena da Conceição,CE,Fortaleza,-3.7319,-38.5267,100MB,99
Eduardo Almeida,SP,São Paulo,-23.5505,-46.6333,100MB,99
Bianca Pimenta,PR,Curitiba,-25.4284,-49.2733,100MB,99
Dra. Maria Isis Guerra,BA,Salvador,-12.9714,-38.5014,500MB,159
Isaque Sá,PE,Recife,-8.0476,-34.877,300MB,129
Sr. Joaquim Borges,RJ,Rio de Janeiro,-22.9068,-43.1729,500MB,159
Lara Casa Grande,RJ,Rio de Janeiro,-22.9068,-43.1729,1GB,199
Noah Freitas,CE,Fortaleza,-3.7319,-38.5267,300MB,129
Ana Liz Sousa,PE,Recife,-8.0476,-34.877,100MB,99
Sophia Pacheco,PR,Curitiba,-25.4284,-49.2733,100MB,99
Dr. Antônio da Mota,RJ,Rio de Janeiro,-22.9068,-43.1729,300MB,129
Diogo Castro,CE,Fortaleza,-3.7319,-38.5267,1GB,199
Luiz Gustavo Rocha,RJ,Rio de Janeiro,-22.9068,-43.1729,100MB,99
Melissa Rocha,SP,São Paulo,-23.5505,-46.6333,1GB,199
Manuella Farias,MG,Belo Horizonte,-19.9167,-43.9345,100MB,99
Dra. Raquel Sá,BA,Salvador,-12.9714,-38.5014,1GB,199
Caleb Costela,BA,Salvador,-12.9714,-38.5014,500MB,159
Diogo Peixoto,CE,Fortaleza,-3.7319,-38.5267,1GB,199
Rafael Pinto,RJ,Rio de Janeiro,-22.9068,-43.1729,500MB,159
Nina Moreira,CE,Fortaleza,-3.7319,-38.5267,500MB,159
Mariane Santos,PE,Recife,-8.0476,-34.877,300MB,129
Mariane Martins,SP,São Paulo,-23.5505,-46.6333,300MB,129
João Gabriel Cirino,MG,Belo Horizonte,-19.9167,-43.9345,300MB,129
Eloah da Rocha,PE,Recife,-8.0476,-34.877,300MB,129
Sr. Vitor Hugo da Conceição,SP,São Paulo,-23.5505,-46.6333,500MB,159
Sr. Gael Moraes,MG,Belo Horizonte,-19.9167,-43.9345,300MB,129
Luiz Fernando Gonçalves,CE,Fortaleza,-3.7319,-38.5267,500MB,159
Sara Cunha,BA,Salvador,-12.9714,-38.5014,1GB,199
Yago Nogueira,MG,Belo Horizonte,-19.9167,-43.9345,500MB,159
Sra. Ana Laura Castro,PE,Recife,-8.0476,-34.877,500MB,159
Heloísa Correia,MG,Belo Horizonte,-19.9167,-43.9345,500MB,159
Ester da Rocha,PR,Curitiba,-25.4284,-49.2733,300MB,129
Stella Moraes,MG,Belo Horizonte,-19.9167,-43.9345,300MB,129
Arthur Miguel Moura,PE,Recife,-8.0476,-34.877,100MB,99
Arthur Gabriel Albuquerque,CE,Fortaleza,-3.7319,-38.5267,500MB,159
Miguel Vasconcelos,BA,Salvador,-12.9714,-38.5014,100MB,99
Paulo Rezende,BA,Salvador,-12.9714,-38.5014,100MB,99
Dra. Isabelly Marques,PR,Curitiba,-25.4284,-49.2733,500MB,159
Rhavi Andrade,MG,Belo Horizonte,-19.9167,-43.9345,100MB,99
Luan da Rosa,SP,São Paulo,-23.5505,-46.6333,500MB,159
Sr. Cauê Cunha,BA,Salvador,-12.9714,-38.5014,300MB,129
Sr. Bento Mendes,MG,Belo Horizonte,-19.9167,-43.9345,300MB,129
Vitória Aparecida,CE,Fortaleza,-3.7319,-38.5267,500MB,159
Caio Aragão,PR,Curitiba,-25.4284,-49.2733,1GB,199
Thiago da Mota,RJ,Rio de Janeiro,-22.9068,-43.1729,100MB,99
Maria Julia Marques,BA,Salvador,-12.9714,-38.5014,500MB,159
Olivia Marques,CE,Fortaleza,-3.7319,-38.5267,500MB,159
Milena Cavalcante,MG,Belo Horizonte,-19.9167,-43.9345,1GB,199
Evelyn Nascimento,RJ,Rio de Janeiro,-22.9068,-43.1729,1GB,199
Maria Luísa Nogueira,PR,Curitiba,-25.4284,-49.2733,100MB,99
Isis Leão,RJ,Rio de Janeiro,-22.9068,-43.1729,300MB,129
Miguel Aparecida,BA,Salvador,-12.9714,-38.5014,1GB,199
Luan Nascimento,PR,Curitiba,-25.4284,-49.2733,500MB,159
Lavínia Rocha,PR,Curitiba,-25.4284,-49.2733,100MB,99
Luan Fernandes,MG,Belo Horizonte,-19.9167,-43.9345,1GB,199
Gael Henrique Cassiano,BA,Salvador,-12.9714,-38.5014,1GB,199
Nina Lima,RJ,Rio de Janeiro,-22.9068,-43.1729,1GB,199
Gabriela da Cruz,SP,São Paulo,-23.5505,-46.6333,500MB,159
Mateus Guerra,MG,Belo Horizonte,-19.9167,-43.9345,500MB,159
Bento Cavalcante,CE,Fortaleza,-3.7319,-38.5267,300MB,129
Luiz Felipe Duarte,PR,Curitiba,-25.4284,-49.2733,1GB,199
Thales Abreu,CE,Fortaleza,-3.7319,-38.5267,500MB,159
Maria Flor da Mota,MG,Belo Horizonte,-19.9167,-43.9345,500MB,159
Augusto Rocha,MG,Belo Horizonte,-19.9167,-43.9345,1GB,199
Maitê Oliveira,BA,Salvador,-12.9714,-38.5014,1GB,199
Srta. Ana Carolina Freitas,BA,Salvador,-12.9714,-38.5014,500MB,159
Clarice Guerra,MG,Belo Horizonte,-19.9167,-43.9345,500MB,159
Emanuella Martins,SP,São Paulo,-23.5505,-46.6333,100MB,99
Luiz Miguel Andrade,MG,Belo Horizonte,-19.9167,-43.9345,100MB,99
Ana Clara Rodrigues,PE,Recife,-8.0476,-34.877,300MB,129
Isis Nunes,RJ,Rio de Janeiro,-22.9068,-43.1729,500MB,159
Dr. Caleb Duarte,SP,São Paulo,-23.5505,-46.6333,300MB,129
Isadora Gonçalves,MG,Belo Horizonte,-19.9167,-43.9345,1GB,199
Rodrigo Sousa,PR,Curitiba,-25.4284,-49.2733,1GB,199
Cauê Correia,RJ,Rio de Janeiro,-22.9068,-43.1729,300MB,129
Vitória Oliveira,PE,Recife,-8.0476,-34.877,100MB,99
Dra. Manuela Silveira,PE,Recife,-8.0476,-34.877,300MB,129
Maria Flor Câmara,CE,Fortaleza,-3.7319,-38.5267,100MB,99
Benicio Rocha,BA,Salvador,-12.9714,-38.5014,100MB,99
Srta. Camila Freitas,BA,Salvador,-12.9714,-38.5014,100MB,99
Ana Beatriz da Luz,CE,Fortaleza,-3.7319,-38.5267,500MB,159
Sophia Cavalcante,RJ,Rio de Janeiro,-22.9068,-43.1729,100MB,99
Daniel Souza,PE,Recife,-8.0476,-34.877,300MB,129
Dr. Vitor Gabriel Machado,PE,Recife,-8.0476,-34.877,100MB,99
Maria Fernanda Lopes,PE,Recife,-8.0476,-34.877,1GB,199
Srta. Bruna Peixoto,BA,Salvador,-12.9714,-38.5014,300MB,129
Dra. Sophia Nascimento,MG,Belo Horizonte,-19.9167,-43.9345,500MB,159
Gabriel Pimenta,PE,Recife,-8.0476,-34.877,300MB,129
Anthony da Cunha,RJ,Rio de Janeiro,-22.9068,-43.1729,1GB,199
Beatriz Dias,CE,Fortaleza,-3.7319,-38.5267,1GB,199
Amanda Cirino,PE,Recife,-8.0476,-34.877,100MB,99
Luísa Ferreira,CE,Fortaleza,-3.7319,-38.5267,100MB,99
Enrico Araújo,MG,Belo Horizonte,-19.9167,-43.9345,1GB,199
João Miguel Souza,BA,Salvador,-12.9714,-38.5014,1GB,199
Alana Ramos,PR,Curitiba,-25.4284,-49.2733,300MB,129
Dra. Alexia Azevedo,CE,Fortaleza,-3.7319,-38.5267,500MB,159
Daniel Lopes,BA,Salvador,-12.9714,-38.5014,100MB,99
Antônio Cassiano,SP,São Paulo,-23.5505,-46.6333,300MB,129
Matteo Mendes,RJ,Rio de Janeiro,-22.9068,-43.1729,300MB,129
Sra. Hadassa Carvalho,RJ,Rio de Janeiro,-22.9068,-43.1729,300MB,129
Ana Beatriz Peixoto,BA,Salvador,-12.9714,-38.5014,300MB,129
Sr. Théo Alves,BA,Salvador,-12.9714,-38.5014,500MB,159
Maitê Freitas,RJ,Rio de Janeiro,-22.9068,-43.1729,500MB,159
Dra. Ana Cecília Carvalho,CE,Fortaleza,-3.7319,-38.5267,100MB,99
Sr. Enzo Gabriel Costa,SP,São Paulo,-23.5505,-46.6333,300MB,129
Maria Julia Ferreira,PE,Recife,-8.0476,-34.877,500MB,159
Maria Isis Casa Grande,RJ,Rio de Janeiro,-22.9068,-43.1729,100MB,99
Dra. Stephany Sousa,CE,Fortaleza,-3.7319,-38.5267,500MB,159
Maria Alice Montenegro,CE,Fortaleza,-3.7319,-38.5267,500MB,159
Davi Lucas Rocha,PR,Curitiba,-25.4284,-49.2733,1GB,199
Lavínia Cavalcanti,BA,Salvador,-12.9714,-38.5014,100MB,99
Lavínia Farias,SP,São Paulo,-23.5505,-46.6333,300MB,129
Theo Correia,SP,São Paulo,-23.5505,-46.6333,300MB,129
Anna Liz Abreu,CE,Fortaleza,-3.7319,-38.5267,100MB,99
Noah Duarte,BA,Salvador,-12.9714,-38.5014,500MB,159
Calebe Peixoto,BA,Salvador,-12.9714,-38.5014,300MB,129
Ester Pires,SP,São Paulo,-23.5505,-46.6333,100MB,99
Leonardo da Cunha,RJ,Rio de Janeiro,-22.9068,-43.1729,1GB,199
Jade Vargas,RJ,Rio de Janeiro,-22.9068,-43.1729,300MB,129
Benício Abreu,CE,Fortaleza,-3.7319,-38.5267,300MB,129
Bento Pinto,CE,Fortaleza,-3.7319,-38.5267,100MB,99
Caio Rocha,CE,Fortaleza,-3.7319,-38.5267,100MB,99
Bárbara Albuquerque,CE,Fortaleza,-3.7319,-38.5267,100MB,99
Bryan Lima,RJ,Rio de Janeiro,-22.9068,-43.1729,500MB,159
Sr. Nathan Silveira,CE,Fortaleza,-3.7319,-38.5267,300MB,129
Laís Porto,SP,São Paulo,-23.5505,-46.6333,500MB,159
Pedro Miguel Correia,RJ,Rio de Janeiro,-22.9068,-43.1729,500MB,159
Lara Sousa,RJ,Rio de Janeiro,-22.9068,-43.1729,1GB,199
Luna Rocha,PR,Curitiba,-25.4284,-49.2733,300MB,129
Sr. Anthony Gabriel Garcia,PR,Curitiba,-25.4284,-49.2733,300MB,129
Ana Martins,SP,São Paulo,-23.5505,-46.6333,100MB,99
Davi Luiz Rodrigues,PR,Curitiba,-25.4284,-49.2733,1GB,199
Pedro Miguel Freitas,RJ,Rio de Janeiro,-22.9068,-43.1729,500MB,159
Hadassa Cardoso,PR,Curitiba,-25.4284,-49.2733,300MB,129
Paulo Souza,MG,Belo Horizonte,-19.9167,-43.9345,300MB,129
Paulo Ferreira,RJ,Rio de Janeiro,-22.9068,-43.1729,1GB,199
Enzo Gabriel Pastor,PE,Recife,-8.0476,-34.877,500MB,159
Beatriz Almeida,BA,Salvador,-12.9714,-38.5014,300MB,129
Sra. Daniela Pimenta,PE,Recife,-8.0476,-34.877,100MB,99
Srta. Amanda Machado,PR,Curitiba,-25.4284,-49.2733,500MB,159
Maria Luísa Mendes,RJ,Rio de Janeiro,-22.9068,-43.1729,300MB,129
Nicolas Albuquerque,BA,Salvador,-12.9714,-38.5014,100MB,99
Vitor Hugo Gomes,PR,Curitiba,-25.4284,-49.2733,500MB,159
Maria Vitória Silveira,MG,Belo Horizonte,-19.9167,-43.9345,100MB,99
Isabela Mendes,BA,Salvador,-12.9714,-38.5014,300MB,129
Valentina Albuquerque,RJ,Rio de Janeiro,-22.9068,-43.1729,500MB,159
Sr. Felipe Farias,PR,Curitiba,-25.4284,-49.2733,100MB,99
Srta. Hadassa Castro,CE,Fortaleza,-3.7319,-38.5267,300MB,129
Dr. Levi Vasconcelos,PE,Recife,-8.0476,-34.877,100MB,99
Matheus Barros,PE,Recife,-8.0476,-34.877,500MB,159
Danilo da Conceição,MG,Belo Horizonte,-19.9167,-43.9345,300MB,129
Sr. Fernando da Cunha,CE,Fortaleza,-3.7319,-38.5267,1GB,199
Miguel Pereira,BA,Salvador,-12.9714,-38.5014,100MB,99
Nicolas Dias,CE,Fortaleza,-3.7319,-38.5267,100MB,99
Ana Carolina Santos,RJ,Rio de Janeiro,-22.9068,-43.1729,500MB,159
Sr. Valentim Oliveira,SP,São Paulo,-23.5505,-46.6333,500MB,159
Dra. Milena Leão,MG,Belo Horizonte,-19.9167,-43.9345,1GB,199
Aylla Freitas,SP,São Paulo,-23.5505,-46.6333,500MB,159
Sofia Mendes,CE,Fortaleza,-3.7319,-38.5267,1GB,199
Lívia Albuquerque,BA,Salvador,-12.9714,-38.5014,100MB,99
Juan Farias,SP,São Paulo,-23.5505,-46.6333,500MB,159
Sr. Pedro Miguel Cirino,PR,Curitiba,-25.4284,-49.2733,100MB,99
Nicolas da Conceição,RJ,Rio de Janeiro,-22.9068,-43.1729,1GB,199
Nathan Caldeira,MG,Belo Horizonte,-19.9167,-43.9345,100MB,99
Ana Lívia Oliveira,PE,Recife,-8.0476,-34.877,500MB,159
Eloá Barbosa,SP,São Paulo,-23.5505,-46.6333,300MB,129
Asafe Pacheco,PR,Curitiba,-25.4284,-49.2733,500MB,159
Maria Sophia Pinto,PE,Recife,-8.0476,-34.877,500MB,159
Stephany Freitas,SP,São Paulo,-23.5505,-46.6333,1GB,199
Bárbara Souza,PR,Curitiba,-25.4284,-49.2733,100MB,99
Isaque Pinto,RJ,Rio de Janeiro,-22.9068,-43.1729,500MB,159
Enrico Fogaça,PR,Curitiba,-25.4284,-49.2733,300MB,129
Sr. Theodoro Pimenta,CE,Fortaleza,-3.7319,-38.5267,1GB,199
Benjamin Rodrigues,BA,Salvador,-12.9714,-38.5014,1GB,199
Luiz Fernando Camargo,PE,Recife,-8.0476,-34.877,1GB,199
Pedro Miguel Lopes,MG,Belo Horizonte,-19.9167,-43.9345,100MB,99
Allana Silveira,MG,Belo Horizonte,-19.9167,-43.9345,1GB,199
Zoe Vieira,PE,Recife,-8.0476,-34.877,300MB,129
Maria Cecília Pires,PE,Recife,-8.0476,-34.877,1GB,199
João Felipe Almeida,CE,Fortaleza,-3.7319,-38.5267,1GB,199
Miguel Macedo,SP,São Paulo,-23.5505,-46.6333,500MB,159
Yuri Cavalcanti,PR,Curitiba,-25.4284,-49.2733,100MB,99
Ian Garcia,PR,Curitiba,-25.4284,-49.2733,100MB,99
Dr. Yuri Souza,SP,São Paulo,-23.5505,-46.6333,500MB,159
Luísa Moreira,PR,Curitiba,-25.4284,-49.2733,1GB,199
Nathan Pastor,SP,São Paulo,-23.5505,-46.6333,300MB,129
João Marques,PR,Curitiba,-25.4284,-49.2733,1GB,199
João Guilherme Melo,MG,Belo Horizonte,-19.9167,-43.9345,1GB,199
Sr. Pedro Miguel Viana,BA,Salvador,-12.9714,-38.5014,300MB,129
Mariana Monteiro,PR,Curitiba,-25.4284,-49.2733,1GB,199
Lara da Cruz,CE,Fortaleza,-3.7319,-38.5267,500MB,159
Kevin Rodrigues,PE,Recife,-8.0476,-34.877,1GB,199
Maria Vitória Mendonça,PE,Recife,-8.0476,-34.877,100MB,99
Sr. Gael Henrique Pinto,PE,Recife,-8.0476,-34.877,300MB,129
Caroline Fernandes,RJ,Rio de Janeiro,-22.9068,-43.1729,1GB,199
Srta. Maria Liz Peixoto,MG,Belo Horizonte,-19.9167,-43.9345,1GB,199
Sophie Campos,PR,Curitiba,-25.4284,-49.2733,500MB,159
Isabel Costa,RJ,Rio de Janeiro,-22.9068,-43.1729,1GB,199
Noah Andrade,CE,Fortaleza,-3.7319,-38.5267,300MB,129
Henrique da Rocha,SP,São Paulo,-23.5505,-46.6333,1GB,199
Diego da Paz,MG,Belo Horizonte,-19.9167,-43.9345,1GB,199
Léo Cunha,BA,Salvador,-12.9714,-38.5014,100MB,99
Isaac Ramos,BA,Salvador,-12.9714,-38.5014,1GB,199
Luiz Miguel Cavalcanti,PE,Recife,-8.0476,-34.877,300MB,129
Arthur Casa Grande,CE,Fortaleza,-3.7319,-38.5267,300MB,129
Sr. Paulo Barbosa,CE,Fortaleza,-3.7319,-38.5267,500MB,159
Rael Lopes,BA,Salvador,-12.9714,-38.5014,500MB,159
Pedro Lucas Albuquerque,SP,São Paulo,-23.5505,-46.6333,100MB,99
Enzo da Luz,BA,Salvador,-12.9714,-38.5014,500MB,159
Marcos Vinicius Campos,PE,Recife,-8.0476,-34.877,1GB,199
Eloah Teixeira,PR,Curitiba,-25.4284,-49.2733,500MB,159
Caio Duarte,CE,Fortaleza,-3.7319,-38.5267,500MB,159
Ravi Freitas,PE,Recife,-8.0476,-34.877,1GB,199
Dr. Heitor Vieira,BA,Salvador,-12.9714,-38.5014,100MB,99
Alana Mendonça,MG,Belo Horizonte,-19.9167,-43.9345,100MB,99
Camila Ferreira,PR,Curitiba,-25.4284,-49.2733,500MB,159
Agatha Camargo,SP,São Paulo,-23.5505,-46.6333,100MB,99
Sra. Julia Souza,PE,Recife,-8.0476,-34.877,300MB,129
João Lucas Brito,SP,São Paulo,-23.5505,-46.6333,500MB,159
Luiza Garcia,PR,Curitiba,-25.4284,-49.2733,100MB,99
Vinícius Campos,CE,Fortaleza,-3.7319,-38.5267,100MB,99
Benicio Ramos,BA,Salvador,-12.9714,-38.5014,300MB,129
Srta. Maria Vitória Mendes,SP,São Paulo,-23.5505,-46.6333,500MB,159
Sr. Thales Lopes,MG,Belo Horizonte,-19.9167,-43.9345,100MB,99
Stephany Marques,PE,Recife,-8.0476,-34.877,500MB,159
Sr. Calebe Farias,PR,Curitiba,-25.4284,-49.2733,100MB,99
Ana Clara Cavalcante,RJ,Rio de Janeiro,-22.9068,-43.1729,300MB,129
Carolina da Cunha,PR,Curitiba,-25.4284,-49.2733,500MB,159
Rael Oliveira,PE,Recife,-8.0476,-34.877,300MB,129
Levi Lopes,BA,Salvador,-12.9714,-38.5014,100MB,99
Lívia Silva,RJ,Rio de Janeiro,-22.9068,-43.1729,500MB,159
Maria Flor Aragão,MG,Belo Horizonte,-19.9167,-43.9345,300MB,129
Dante Duarte,BA,Salvador,-12.9714,-38.5014,100MB,99
Bryan Cirino,BA,Salvador,-12.9714,-38.5014,500MB,159
Emanuella Farias,BA,Salvador,-12.9714,-38.5014,500MB,159
Clara Azevedo,BA,Salvador,-12.9714,-38.5014,100MB,99
Heloísa Campos,SP,São Paulo,-23.5505,-46.6333,1GB,199
Maria Alice Rocha,BA,Salvador,-12.9714,-38.5014,500MB,159
Manuella Peixoto,PE,Recife,-8.0476,-34.877,100MB,99
Sra. Stella da Mota,SP,São Paulo,-23.5505,-46.6333,500MB,159
Sophie Nascimento,MG,Belo Horizonte,-19.9167,-43.9345,100MB,99
Ester Almeida,PE,Recife,-8.0476,-34.877,300MB,129
José Monteiro,BA,Salvador,-12.9714,-38.5014,300MB,129
Maria Helena Siqueira,PR,Curitiba,-25.4284,-49.2733,100MB,99
Vitor Pinto,MG,Belo Horizonte,-19.9167,-43.9345,500MB,159
Dr. Erick Novaes,BA,Salvador,-12.9714,-38.5014,1GB,199
Ana Vitória Silva,PR,Curitiba,-25.4284,-49.2733,500MB,159
Rafaela Porto,CE,Fortaleza,-3.7319,-38.5267,100MB,99
Josué Fonseca,SP,São Paulo,-23.5505,-46.6333,100MB,99
José Miguel Câmara,SP,São Paulo,-23.5505,-46.6333,100MB,99
Dr. Otto Peixoto,PR,Curitiba,-25.4284,-49.2733,100MB,99
João Pedro Fonseca,RJ,Rio de Janeiro,-22.9068,-43.1729,1GB,199
Joaquim Vargas,PR,Curitiba,-25.4284,-49.2733,500MB,159
Dr. Gustavo Pereira,PE,Recife,-8.0476,-34.877,1GB,199
Miguel Campos,SP,São Paulo,-23.5505,-46.6333,1GB,199
Larissa Abreu,RJ,Rio de Janeiro,-22.9068,-43.1729,500MB,159
Srta. Maya Pimenta,CE,Fortaleza,-3.7319,-38.5267,300MB,129
